ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
SolutionHealth ACO LLC,A4551,2021,,-2.81,3330,2819,*,392,127,417,1021,506,275,251,*,18,615,211,10643,2814,4606,0,40.00,68,84.19,,,,,,,,,,,,,,,78.47,93.1,80.58,80.56,82.18,89.98,12.73,9.17,73.08,14427,189.0,74,*,97,*,74,13703
CHS Physician Partners ACO II LLC,A4553,2020,NY,5.07,3589,3405,0,108,82,165,1783,567,301,291,0,4,518,256,15014,6600,7060,4718433,0.39,72,98.28,^,^,^,^,^,^,^,^,^,^,~,~,0.99,88.19,78.07,90.57,88.17,62.9,71.82,88.42,35.29,12.55,89.04,6665,93.0,265,124,373,124,265,5080
"Emergent ACO, LLC",A4556,2021,,6.36,2500,2265,46,174,24,202,695,414,241,227,1,10,576,171,10993,4369,3208,26075003,40.00,48,87.63,,,,,,,,,,,,,,,97.32,100,90.72,82.32,81.41,87.88,27.27,12.96,82.05,39650,438.0,175,212,194,212,175,34956
"Emergent ACO, LLC",A4556,2020,"TN, NC, VA, NE, SC",7.21,2300,2066,30,177,38,264,637,446,245,230,1,10,543,165,10210,4517,3088,22112636,0.39,44,98.13,^,^,^,^,^,^,^,^,^,^,~,~,1.08,97.86,95.31,100,81.39,85.29,83.86,82.73,23.33,15.07,76.81,32784,312.0,68,52,585,52,68,28882
"Emergent ACO, LLC",A4556,2022,,6.36,2500,2265,46,174,24,202,695,414,241,227,1,10,576,171,10993,4369,3208,26075003,40.00%,48,87.63,,,,,,,,,,,,,,,97.32,100,90.72,82.32,81.41,87.88,27.27,12.96,82.05,39650,438.0,175,212,194,212,175,34956
"NH Value Care ACO, LLC",A4557,2020,"NH, VT",3.82,2920,2623,9,213,91,295,904,436,223,208,0,8,614,100,7668,1643,2764,6804803,0.39,52,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.16,66.54,65.45,64.29,56.55,71.88,70.28,70.63,7.23,15.35,74.8,17867,748.0,33,44,591,44,33,17137
"NH Value Care ACO, LLC",A4557,2022,,-2.28,3399,3133,*,205,71,334,899,464,248,234,*,9,718,123,8755,2044,3337,0,40.00%,53,72.82,,,,,,,,,,,,,,,70.33,57.14,53.7,79.25,80.61,85.54,6.67,12.79,75.71,12661,714.0,*,27,63,27,*,12072
"NH Value Care ACO, LLC",A4557,2021,,-2.28,3399,3133,*,205,71,334,899,464,248,234,*,9,718,123,8755,2044,3337,0,40.00,53,72.82,,,,,,,,,,,,,,,70.33,57.14,53.7,79.25,80.61,85.54,6.67,12.79,75.71,12661,714.0,*,27,63,27,*,12072
"ACO Clinical Partners, LLC",A4558,2021,,0.23,4218,3060,429,572,198,454,1274,767,370,311,13,27,815,261,13849,5823,5040,0,40.00,86,76.98,,,,,,,,,,,,,,,71.46,72.13,79.63,73.56,73.41,88.74,17.14,11.29,80.03,5471,167.0,27,32,42,32,27,4192
"ACO Clinical Partners, LLC",A4558,2022,,0.23,4218,3060,429,572,198,454,1274,767,370,311,13,27,815,261,13849,5823,5040,0,40.00%,86,76.98,,,,,,,,,,,,,,,71.46,72.13,79.63,73.56,73.41,88.74,17.14,11.29,80.03,5471,167.0,27,32,42,32,27,4192
"ACO Clinical Partners, LLC",A4558,2020,"NC, LA, SC",8.66,2499,1964,173,293,91,302,676,490,253,221,7,15,517,179,11117,5017,4486,16114497,0.4,50,99.38,^,^,^,^,^,^,^,^,^,^,~,~,1.05,96.54,80.45,84.09,80.19,84.13,82.21,85.1,25.86,9.47,75.16,17928,199.0,103,89,577,89,103,14490
Beth Israel Deaconess Care Organization,A4559,2020,"MA, NH",1.4500000000000002,3545,3113,51,231,188,322,886,814,293,269,2,9,617,216,10239,3754,4218,0,0.73,68,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.11,65.45,71.68,73.08,48.64,74.6,74.92,79.91,1.59,17.93,63.58,52966,1081.0,1459,1171,3497,1171,1459,43155
Beth Israel Deaconess Care Organization,A4559,2021,,-1.31,3656,3278,53,256,90,299,811,773,283,267,2,10,626,211,11434,4388,4830,0,75.00,66,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,44306,923.0,1304,520,979,520,1304,36918
Beth Israel Deaconess Care Organization,A4559,2022,,-1.31,3656,3278,53,256,90,299,811,773,283,267,2,10,626,211,11434,4388,4830,0,75.00%,66,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,44306,923.0,1304,520,979,520,1304,36918
"Connected Care of Southeastern Massachusetts, Inc.",A4563,2020,MA,2.2399999999999998,3627,3328,51,180,113,352,897,887,301,286,2,7,519,245,9393,3264,4437,4436967,0.49,69,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.27,92.83,76.33,90,64.29,78.29,76,89.21,11.63,12.45,72.69,17609,150.0,44,21,515,21,44,16875
"Connected Care of Southeastern Massachusetts, Inc.",A4563,2022,,2.10,3791,3487,35,202,87,402,1019,898,307,294,1,8,566,254,10707,3388,4789,4877587,50.00%,82,79.91,,,,,,,,,,,,,,,80.77,94.44,69.52,81.94,87.31,93.22,21.88,8.33,80.52,17822,170.0,75,*,111,*,75,17014
"Connected Care of Southeastern Massachusetts, Inc.",A4563,2021,,2.10,3791,3487,35,202,87,402,1019,898,307,294,1,8,566,254,10707,3388,4789,4877587,50.00,82,79.91,,,,,,,,,,,,,,,80.77,94.44,69.52,81.94,87.31,93.22,21.88,8.33,80.52,17822,170.0,75,*,111,*,75,17014
LHS Health Network LLC,A4565,2022,,0.99,3538,3212,*,207,104,746,1497,485,321,305,*,9,695,271,13032,5207,5516,0,50.00%,97,79.11,,,,,,,,,,,,,,,78.71,81.82,87.02,71.17,71.83,87.41,33.02,9.87,81.88,8660,86.0,201,*,148,*,201,7441
LHS Health Network LLC,A4565,2021,,0.99,3538,3212,*,207,104,746,1497,485,321,305,*,9,695,271,13032,5207,5516,0,50.00,97,79.11,,,,,,,,,,,,,,,78.71,81.82,87.02,71.17,71.83,87.41,33.02,9.87,81.88,8660,86.0,201,*,148,*,201,7441
LHS Health Network LLC,A4565,2020,NJ,0.9299999999999999,3379,3035,78,194,116,642,1495,495,330,312,2,9,629,274,11378,4622,4879,0,0.48,107,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.21,83.91,75.04,90.24,78.03,56.07,56.6,87.01,32.58,20.47,75.04,8322,69.0,193,68,314,68,193,6793
"Saint Francis Health Plans, LLC",A4566,2022,,5.02,2455,2081,64,281,49,272,733,350,235,214,2,13,635,164,9183,464,2734,7039009,40.00%,54,91.08,,,,,,,,,,,,,,,70.24,92.86,98,57.2,72.1,83.97,0,8.65,67.45,13917,131.0,23,11,26,11,23,13378
"Saint Francis Health Plans, LLC",A4566,2021,,5.02,2455,2081,64,281,49,272,733,350,235,214,2,13,635,164,9183,464,2734,7039009,40.00,54,91.08,,,,,,,,,,,,,,,70.24,92.86,98,57.2,72.1,83.97,0,8.65,67.45,13917,131.0,23,11,26,11,23,13378
"Care Management of Southeast Missouri, LLC",A4566,2020,MO,3.45,2702,2320,80,269,68,195,856,380,269,247,2,12,673,186,8505,658,2531,5631267,0.39,60,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.01,97.3,82.06,88.89,92.61,47.74,61.99,80.91,0,17.1,62.78,17130,121.0,24,12,159,12,24,16409
Heartland Health ACO Inc,A4568,2020,IA,-2.17,2662,2482,60,116,27,273,1361,299,254,244,3,5,640,53,7793,1547,2373,0,0.4,90,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.52,92.27,90.8,80,78.85,80.09,83.08,83.62,12.7,8.66,80.15,7769,197.0,17,7,141,7,17,7551
Heartland Health ACO Inc,A4568,2021,,-1.31,2534,2398,*,88,26,265,1223,333,227,219,*,4,647,39,8821,1293,2476,0,40.00,77,89.15,,,,,,,,,,,,,,,91.95,93.33,88.13,81.37,85.27,84.22,20.83,5.84,86.15,6831,227.0,11,*,20,*,11,6635
Heartland Health ACO Inc,A4568,2022,,-1.31,2534,2398,*,88,26,265,1223,333,227,219,*,4,647,39,8821,1293,2476,0,40.00%,77,89.15,,,,,,,,,,,,,,,91.95,93.33,88.13,81.37,85.27,84.22,20.83,5.84,86.15,6831,227.0,11,*,20,*,11,6635
"Bryan Health Connect ACO, LLC",A4573,2021,,6.21,2645,2433,54,147,30,245,973,323,213,201,2,6,508,95,8341,1996,2761,11454901,40.00,58,88.66,,,,,,,,,,,,,,,89.84,75,88.05,85.45,86.86,83.64,31.51,4.63,74.8,15633,229.0,59,*,49,*,59,15038
"Bryan Health Connect ACO, LLC",A4573,2022,,6.21,2645,2433,54,147,30,245,973,323,213,201,2,6,508,95,8341,1996,2761,11454901,40.00%,58,88.66,,,,,,,,,,,,,,,89.84,75,88.05,85.45,86.86,83.64,31.51,4.63,74.8,15633,229.0,59,*,49,*,59,15038
"Bryan Health Connect ACO, LLC",A4573,2020,NE,0.43,2829,2544,99,134,79,291,1041,313,246,229,3,6,502,94,7203,1557,2394,0,0.39,64,98.59,^,^,^,^,^,^,^,^,^,^,~,~,1.05,67.27,84.21,88.57,74.45,77.51,74.51,74.7,19.44,8.73,63.61,12611,184.0,62,47,293,47,62,12130
"Integra Community Care Network, LLC.",A4575,2020,"RI, MA, CT",1.7399999999999998,2972,2688,10,173,109,379,843,725,278,262,0,7,549,223,9510,3666,4127,2766792,0.74,73,98.28,^,^,^,^,^,^,^,^,^,^,~,~,0.83,81.96,57.96,95,65.4,74.9,77.95,81.2,9.3,14.92,80.71,15600,343.0,117,94,605,94,117,14539
"Integra Community Care Network, LLC.",A4575,2022,,1.94,2880,2659,*,127,90,390,863,752,265,252,*,*,599,216,10452,3529,4409,3174116,75.00%,74,76.90,,,,,,,,,,,,,,,71.58,84.62,60.22,73.82,81.02,91.46,7.69,12.89,81.03,14491,315.0,69,66,109,66,69,13602
"Integra Community Care Network, LLC.",A4575,2021,,1.94,2880,2659,*,127,90,390,863,752,265,252,*,*,599,216,10452,3529,4409,3174116,75.00,74,76.90,,,,,,,,,,,,,,,71.58,84.62,60.22,73.82,81.02,91.46,7.69,12.89,81.03,14491,315.0,69,66,109,66,69,13602
SOMOS ACO,A4577,2020,"NY, NJ",18.93,3116,2842,76,119,118,232,1192,432,242,230,2,4,410,210,14256,8065,4991,37811759,0.48,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.66,61.9,67.17,90.91,64.3,56.58,52.07,76.85,26.92,19.96,62.37,15829,495.0,5786,1181,2085,1181,5786,4527
SOMOS ACO,A4577,2022,,9.82,3453,3217,43,121,108,199,1531,426,254,242,2,5,469,215,16693,9122,6295,18758350,50.00%,54,77.49,,,,,,,,,,,,,,,70.25,73.91,71.06,59.03,62.95,81.17,18.18,12.06,70.67,13724,570.0,5199,851,1363,851,5199,3850
SOMOS ACO,A4577,2021,,9.82,3453,3217,43,121,108,199,1531,426,254,242,2,5,469,215,16693,9122,6295,18758350,50.00,54,77.49,,,,,,,,,,,,,,,70.25,73.91,71.06,59.03,62.95,81.17,18.18,12.06,70.67,13724,570.0,5199,851,1363,851,5199,3850
Southeast Health Statera Network,A4582,2022,,1.28,3138,2465,98,547,44,656,498,737,318,276,3,34,630,219,12086,4238,4907,0,40.00%,39,78.09,,,,,,,,,,,,,,,66.2,70.37,45.93,60.89,75.6,81.53,15.15,9.6,72.98,10241,135.0,51,*,55,*,51,8919
Southeast Health Statera Network,A4582,2021,,1.28,3138,2465,98,547,44,656,498,737,318,276,3,34,630,219,12086,4238,4907,0,40.00,39,78.09,,,,,,,,,,,,,,,66.2,70.37,45.93,60.89,75.6,81.53,15.15,9.6,72.98,10241,135.0,51,*,55,*,51,8919
Southeast Health Statera Network,A4582,2020,"AL, FL, GA",-3.29,3261,2634,165,429,67,590,595,751,326,286,6,27,609,214,11088,4390,4409,0,0.39,46,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.97,95.58,71.55,91.3,64.52,70.8,66.67,70.25,8.33,14.92,69.2,12718,121.0,61,26,143,26,61,10830
"Texoma Clinical Partners ACO, LLC",A4585,2020,"TX, OK",6.660000000000001,3543,2744,202,599,46,204,539,848,331,289,5,31,610,241,10531,4604,5168,6642993,0.4,39,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.37,91.16,90,96.67,72.55,90.48,73.9,76.37,16.22,13.13,81.92,8574,43.0,17,47,101,47,17,8123
"Texoma Clinical Partners ACO, LLC",A4585,2021,,2.51,3771,3047,136,600,24,298,693,802,334,292,5,32,664,238,11518,4823,5650,0,40.00,51,80.24,,,,,,,,,,,,,,,81.17,80.56,80.07,80.23,71.68,81.53,4.44,4.56,73.23,7805,49.0,21,39,28,39,21,7431
"Texoma Clinical Partners ACO, LLC",A4585,2022,,2.51,3771,3047,136,600,24,298,693,802,334,292,5,32,664,238,11518,4823,5650,0,40.00%,51,80.24,,,,,,,,,,,,,,,81.17,80.56,80.07,80.23,71.68,81.53,4.44,4.56,73.23,7805,49.0,21,39,28,39,21,7431
"McAuley Health Partners ACO, LLC",A4588,2021,,-2.03,2649,2433,22,109,97,146,455,383,261,248,1,5,613,205,8453,3234,3517,-4050376,75.00,42,76.67,,,,,,,,,,,,,,,76.65,80,73.51,79.9,77.2,81.79,5.66,9.14,78.83,20869,491.0,201,62,215,62,201,18602
"McAuley Health Partners ACO, LLC",A4588,2022,,-2.03,2649,2433,22,109,97,146,455,383,261,248,1,5,613,205,8453,3234,3517,-4050376,75.00%,42,76.67,,,,,,,,,,,,,,,76.65,80,73.51,79.9,77.2,81.79,5.66,9.14,78.83,20869,491.0,201,62,215,62,201,18602
"McAuley Health Partners ACO, LLC",A4588,2020,MI,2.7,2477,2267,51,87,85,153,403,327,239,224,2,4,587,179,7141,2969,2949,5509290,0.73,35,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.9,85.25,78.37,71.79,62.28,75.41,77.39,66.17,9.52,12.23,70.68,23679,399.0,207,62,904,62,207,21123
Vytalize Health ACO,A4592,2021,,2.22,3553,3019,120,345,100,400,1162,1001,305,278,4,17,684,222,12468,5501,4863,0,50.00,64,70.63,,,,,,,,,,,,,,,68.24,72.73,37.85,54.04,54.31,85.07,3.33,23.11,72.7,35168,427.0,956,912,634,912,956,28043
Vytalize Health ACO,A4592,2022,,2.22,3553,3019,120,345,100,400,1162,1001,305,278,4,17,684,222,12468,5501,4863,0,50.00%,64,70.63,,,,,,,,,,,,,,,68.24,72.73,37.85,54.04,54.31,85.07,3.33,23.11,72.7,35168,427.0,956,912,634,912,956,28043
Vytalize Health ACO,A4592,2020,"NJ, NY, TX, LA, MS, OK, KS, TN",-2.17,3786,3143,172,356,159,786,1567,1771,345,312,5,16,689,272,13943,6349,4609,0,0.39,87,96.88,^,^,^,^,^,^,^,^,^,^,~,~,0.96,78.49,71.5,86.11,48.25,64.19,60.35,97,0,24.68,69.33,10823,87.0,632,226,522,226,632,7827
"Lafayette General Health ACO, LLC",A4596,2020,LA,4.99,2314,1762,173,328,65,178,204,830,246,213,7,19,536,160,8667,2644,4811,2953488,0.39,15,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.86,95.07,71.11,90.48,85.53,83.81,84.59,81.09,25,12.74,71.8,6513,33.0,25,11,153,11,25,5432
Achiever Health Care Consultation and Management LLC,A4597,2021,,3.03,3373,3105,*,234,34,453,1118,579,229,218,*,8,560,180,12652,6034,4367,2859349,50.00,71,71.60,,,,,,,,,,,,,,,80.72,100,63.76,75,80.83,66.89,8.37,49.5,62.38,7765,45.0,76,176,76,176,76,7189
Achiever Health Care Consultation and Management LLC,A4597,2020,CA,5.34,3441,3158,73,204,49,452,1017,579,235,223,2,6,533,179,11960,6855,3536,6710682,0.48,57,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.92,91.64,80.36,100,20.28,77,83.28,18.36,28.57,40.41,51.72,10751,53.0,205,363,355,363,205,9654
Achiever Health Care Consultation and Management LLC,A4597,2022,,3.03,3373,3105,*,234,34,453,1118,579,229,218,*,8,560,180,12652,6034,4367,2859349,50.00%,71,71.60,,,,,,,,,,,,,,,80.72,100,63.76,75,80.83,66.89,8.37,49.5,62.38,7765,45.0,76,176,76,176,76,7189
Zia ACO,A4600,2021,,3.42,2339,2123,*,203,*,145,438,249,153,140,*,10,563,35,10154,5765,2668,0,50.00,27,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,4966,32.0,*,167,52,167,*,4544
Zia ACO,A4600,2020,NM,4.19,1959,1743,56,167,22,191,469,241,154,141,1,8,500,51,9287,5728,2349,1698474,0.39,28,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.95,2.95,64.98,N/A,5.31,26.55,48.99,30.83,N/A,38.7,48.87,5282,30.0,11,230,199,230,11,4809
Zia ACO,A4600,2022,,3.42,2339,2123,*,203,*,145,438,249,153,140,*,10,563,35,10154,5765,2668,0,50.00%,27,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,4966,32.0,*,167,52,167,*,4544
"Excelera ACO, Inc.",A4601,2020,CA,14.19,3255,3011,43,181,32,487,1468,948,223,214,1,5,447,185,7403,3960,2986,8377018,0.39,57,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.72,-,-,-,-,-,-,-,-,-,-,4999,50.0,2959,226,941,226,2959,781
Caravan Collaborative Pathways,A4604,2022,,2.88,2941,2588,48,278,46,204,625,393,243,224,1,14,644,170,10079,3185,3844,41921746,75.00%,42,81.32,,,,,,,,,,,,,,,72.29,73.08,77.33,70.37,77.53,82.89,20.25,10.11,74.39,131874,2213.0,758,868,1040,868,758,121779
Caravan Collaborative Pathways,A4604,2020,"NY, AR, OR, IN, IL, MO, ID, OH, WI, NM, MN, NE, WA",3.9899999999999998,3006,2657,49,246,73,275,830,425,261,241,1,12,626,166,8991,2962,3147,39829000,0.39,55,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.13,83.61,75.76,80.65,66.23,67.02,73.91,82.13,13.79,14.14,68.77,96889,1641.0,344,592,2368,592,344,91899
Caravan Collaborative Pathways,A4604,2021,,2.88,2941,2588,48,278,46,204,625,393,243,224,1,14,644,170,10079,3185,3844,41921746,75.00,42,81.32,,,,,,,,,,,,,,,72.29,73.08,77.33,70.37,77.53,82.89,20.25,10.11,74.39,131874,2213.0,758,868,1040,868,758,121779
NH-Cares ACO LLC,A4613,2022,,4.80,2703,2421,*,231,52,304,374,499,202,185,*,11,625,154,9460,2589,4163,3859494,40.00%,33,79.94,,,,,,,,,,,,,,,76.36,81.25,75,85.11,80.42,90.18,4.49,4.07,68.78,7843,96.0,31,*,36,*,31,7483
NH-Cares ACO LLC,A4613,2020,NH,5.16,2893,2448,25,355,88,286,388,670,225,203,1,14,623,151,8493,2192,3418,10120197,0.39,30,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.79,82.64,67.29,72.73,68.5,79.75,74.74,79.05,2.86,14.45,66.53,20197,358.0,47,17,702,17,47,19368
NH-Cares ACO LLC,A4613,2021,,4.80,2703,2421,*,231,52,304,374,499,202,185,*,11,625,154,9460,2589,4163,3859494,40.00,33,79.94,,,,,,,,,,,,,,,76.36,81.25,75,85.11,80.42,90.18,4.49,4.07,68.78,7843,96.0,31,*,36,*,31,7483
QCIPN,A4614,2021,,-0.67,2861,2734,*,116,*,734,805,298,182,176,*,*,516,151,9656,3711,4562,0,40.00,36,81.36,,,,,,,,,,,,,,,77.6,81.25,57.26,68.01,79.15,76.36,14.29,11.45,69.05,13197,325.0,2937,*,5558,*,2937,4311
QCIPN,A4614,2022,,-0.67,2861,2734,*,116,*,734,805,298,182,176,*,*,516,151,9656,3711,4562,0,40.00%,36,81.36,,,,,,,,,,,,,,,77.6,81.25,57.26,68.01,79.15,76.36,14.29,11.45,69.05,13197,325.0,2937,*,5558,*,2937,4311
QCIPN,A4614,2020,HI,3.42,2682,2532,2,144,3,461,695,256,170,163,0,6,450,137,8670,3706,4079,5127852,0.39,37,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.6,65.54,67.55,75,68.7,68.18,78.3,80,10.71,15.78,73.44,15819,280.0,4143,38,7700,38,4143,3814
"Mayo Clinic Community ACO, LLC",A4617,2020,"WI, MN, IA",5.06,3149,3026,14,59,58,405,1042,155,248,241,0,3,683,156,7038,2486,2435,32335104,0.39,57,97.81,^,^,^,^,^,^,^,^,^,^,~,~,0.82,99.67,83.61,95.24,55.34,84.58,86.35,86.44,16.29,12.69,73.64,57696,1357.0,381,177,1616,177,381,54955
"Mayo Clinic Community ACO, LLC",A4617,2022,,1.13,3245,3136,3,71,48,419,948,170,242,236,0,3,765,153,7698,2445,2570,0,40.00%,52,86.89,,,,,,,,,,,,,,,83.97,77.27,78.12,89.96,90.88,89.24,20.25,7.72,76.19,64388,1386.0,402,182,391,182,402,61279
"Mayo Clinic Community ACO, LLC",A4617,2021,,1.13,3245,3136,3,71,48,419,948,170,242,236,0,3,765,153,7698,2445,2570,0,40.00,52,86.89,,,,,,,,,,,,,,,83.97,77.27,78.12,89.96,90.88,89.24,20.25,7.72,76.19,64388,1386.0,402,182,391,182,402,61279
Virginia Care Partners ACO,A4618,2022,,2.22,2563,2116,*,446,15,122,276,417,231,207,*,22,550,171,9963,3915,4792,3854054,50.00%,20,79.73,,,,,,,,,,,,,,,79.47,92.31,59.04,79.7,81.25,85.19,2.04,6.79,74.65,18529,77.0,176,*,155,*,176,14520
Virginia Care Partners ACO,A4618,2020,VA,4.33,2501,2117,23,351,28,117,246,451,236,214,1,18,487,173,9373,3874,4627,8558149,0.39,18,98.44,^,^,^,^,^,^,^,^,^,^,~,~,0.67,86.06,87.67,91.3,58.02,79.6,81.39,74.63,10.81,9.4,79.25,22639,91.0,202,42,714,42,202,17732
Virginia Care Partners ACO,A4618,2021,,2.22,2563,2116,*,446,15,122,276,417,231,207,*,22,550,171,9963,3915,4792,3854054,50.00,20,79.73,,,,,,,,,,,,,,,79.47,92.31,59.04,79.7,81.25,85.19,2.04,6.79,74.65,18529,77.0,176,*,155,*,176,14520
Health Plus Network,A4620,2022,,-1.95,3945,2492,752,699,54,230,470,972,343,274,25,38,622,222,10696,3780,5188,0,40.00%,33,78.12,,,,,,,,,,,,,,,79.02,75,62.67,82.09,81.21,89.11,16.67,8.25,71.16,15237,121.0,85,*,84,*,85,12314
Health Plus Network,A4620,2021,,-1.95,3945,2492,752,699,54,230,470,972,343,274,25,38,622,222,10696,3780,5188,0,40.00,33,78.12,,,,,,,,,,,,,,,79.02,75,62.67,82.09,81.21,89.11,16.67,8.25,71.16,15237,121.0,85,*,84,*,85,12314
Health Plus Network,A4620,2020,"LA, TX",3.0,3330,2254,722,343,49,176,507,1007,329,280,26,18,588,215,9021,3209,4633,5609363,0.39,37,96.88,^,^,^,^,^,^,^,^,^,^,~,~,1.63,100,60.17,87.5,47.37,60.08,62.5,77.29,14.71,12.1,70.18,16664,113.0,78,21,309,21,78,13203
"West Michigan Accountable Care Organization, LLC",A4626,2022,,6.26,2495,2257,19,182,51,298,436,433,236,221,0,9,718,155,8428,2169,2872,27230319,40.00%,41,82.89,,,,,,,,,,,,,,,76.78,63.16,82.32,73.76,78.86,84.13,3.45,7.62,73.4,41919,1090.0,250,326,297,326,250,38267
"West Michigan Accountable Care Organization, LLC",A4626,2020,MI,1.29,2701,2430,24,191,67,261,432,416,250,233,1,10,727,147,6957,1810,2236,0,0.39,42,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.59,87.9,81.25,88.89,85.43,77.78,86.45,88.24,1.53,13.91,82.39,32834,923.0,162,185,940,185,162,30498
"West Michigan Accountable Care Organization, LLC",A4626,2021,,6.26,2495,2257,19,182,51,298,436,433,236,221,0,9,718,155,8428,2169,2872,27230319,40.00,41,82.89,,,,,,,,,,,,,,,76.78,63.16,82.32,73.76,78.86,84.13,3.45,7.62,73.4,41919,1090.0,250,326,297,326,250,38267
"Eminence Health Care, LLC",A4627,2021,,-0.53,3165,2712,63,356,53,315,669,664,314,289,2,18,635,251,11686,3413,6437,0,50.00,54,77.45,,,,,,,,,,,,,,,80.15,91.18,79.49,77.9,70.19,87.45,14.29,11.6,72.91,5882,65.0,*,62,49,62,*,5413
"Eminence Health Care, LLC",A4627,2022,,-0.53,3165,2712,63,356,53,315,669,664,314,289,2,18,635,251,11686,3413,6437,0,50.00%,54,77.45,,,,,,,,,,,,,,,80.15,91.18,79.49,77.9,70.19,87.45,14.29,11.6,72.91,5882,65.0,*,62,49,62,*,5413
"Eminence Health Care, LLC",A4627,2020,FL,3.81,3010,2541,47,384,43,310,642,665,309,283,1,18,549,239,10956,3449,6024,2939110,0.49,54,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.9,93.72,81.25,96.67,80.52,73.53,71.12,80.87,18.18,12.61,75.42,6714,61.0,35,67,178,67,35,6164
TRINITY HEALTH OF NEW ENGLAND ACO LLC,A4629,2022,,5.20,3653,3313,62,231,61,259,985,779,298,282,2,10,712,240,11442,3428,4943,17950414,75.00%,75,72.02,,,,,,,,,,,,,,,74.83,48.28,65.01,71.94,81.4,82.58,24.24,11.7,77.32,24374,403.0,318,462,324,462,318,20588
TRINITY HEALTH OF NEW ENGLAND ACO LLC,A4629,2020,"CT, MA",6.6000000000000005,3394,3027,63,224,105,390,1066,794,291,272,2,10,644,235,10315,3348,4125,22434254,0.73,86,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.64,80.39,61.28,86.36,37.5,65.69,73.15,82.81,16.13,18.62,72.64,28075,389.0,320,568,1001,568,320,23926
TRINITY HEALTH OF NEW ENGLAND ACO LLC,A4629,2021,,5.20,3653,3313,62,231,61,259,985,779,298,282,2,10,712,240,11442,3428,4943,17950414,75.00,75,72.02,,,,,,,,,,,,,,,74.83,48.28,65.01,71.94,81.4,82.58,24.24,11.7,77.32,24374,403.0,318,462,324,462,318,20588
"Optimum Independent Practice Association, LLC",A4630,2020,"NY, PA",0.09,3074,2866,48,123,68,172,1245,623,286,274,1,5,641,216,9600,3752,3222,0,0.39,86,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.01,63.58,58.6,67.02,53.18,61.89,70.54,79.32,15,16.59,67.95,15291,240.0,78,55,502,55,78,13861
CHI Saint Joseph Health Partners,A4638,2021,,3.41,2437,2091,*,282,49,183,652,482,245,222,*,18,655,160,9766,2733,3862,2292145,75.00,47,86.34,,,,,,,,,,,,,,,73.44,70.91,44.33,75.2,75.87,81.52,2.56,10.13,74.47,6686,108.0,*,*,30,*,*,6334
CHI Saint Joseph Health Partners,A4638,2022,,3.41,2437,2091,*,282,49,183,652,482,245,222,*,18,655,160,9766,2733,3862,2292145,75.00%,47,86.34,,,,,,,,,,,,,,,73.44,70.91,44.33,75.2,75.87,81.52,2.56,10.13,74.47,6686,108.0,*,*,30,*,*,6334
