ACO_ID,ACO_Name,Agree_Type,Agreement_Period_Num,Current_Start_Date,Current_Track,Risk_Model,Assign_Type,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,Prorate_Shared_Losses,EarnSaveLoss,DisAffQual,Met_QPS,Met_30pctl,Met_Incentive,Met_FirstYear,Report_WI,Report_eCQM_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,FinalShareRate,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_VA_Only,N_Ben_CBA_Only,N_Ben_CBA_and_VA,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,N_Ben_Race_Unknown,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_484,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM,QualityID_134_MIPSCQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM,QualityID_001_MIPSCQM,QualityID_236_WI,QualityID_236_eCQM,QualityID_236_MIPSCQM
A1052,"Quality Independent Physicians, LLC",Renewal,3,07/01/2019,E,Two-Sided,Prospective,1,6191,1.31%,0.50%,856019,856019,"",0,419449,1,1,1,0,0,1,0,0,84.64%,0,116,10900,10094,65434679,64578660,50.00%,"Low Revenue",71934,7549,12981,8735,80384,7760,13403,9033,76485,8226,13891,9052,79727,8440,16663,10256,10757,1.038,0.846,0.906,1.049,1.049,0.873,0.888,1.064,1.008,0.896,0.901,1.05,0.948,0.852,0.973,1.017,64,1929,1021,6335,6003,24,851,452,4676,*,6176,*,902,2688,1898,703,3220,2971,5859,161,15,*,*,*,133,2776,2356,*,363,43,306,834,2843,3249,178,494,423,272,248,*,19,*,635,191,758,218,11642,4023,3322,1903,2394,63,27,13821,0,3,6,0,0,0,46,13,74,18,0,16.35%,18.61%,2.54%,3.09%,91.83,95.51,94.35,80.8,61.65,66.25,73.02,39.04,92.07,87.34,0.1553,29.42,90.36,76.47,87.5,76.68,-,-,78.6,73.91,88.42,12.5,9.15,-,-,77.35,-,-
A1059,"Optimus Healthcare Partners, LLC",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,1,26879,4.03%,2.43%,13471461,13471461,"",0,6601016,1,1,1,0,0,1,0,0,77.00%,0,185,12780,12443,334351143,320879682,50.00%,"Low Revenue",101023,11627,13580,10270,95514,10739,13533,10644,100147,11543,15654,10940,96304,12260,16244,11256,12265,1.046,0.998,0.957,1.053,1.048,0.959,0.965,1.04,1.031,0.945,0.987,1.052,0.998,0.92,0.946,0.998,260,2985,3175,25087,26163,130,1978,2683,21372,26,26763,90,2770,12212,8360,3537,16015,10864,20174,2205,1678,830,17,957,1018,3048,2697,45,250,68,234,1156,2420,5069,111,359,182,247,231,1,11,4,509,202,672,271,13342,6058,6086,1195,3,71,26,16109,0,0,0,0,1,0,252,197,144,26,0,14.27%,24.20%,2.17%,2.43%,86.61,95.34,94.11,75.52,62.76,62.1,77.37,25.43,90.14,86.62,0.1553,29.31,82.19,74.91,54.17,55.1,-,-,71.66,73.77,80.28,5.26,14.1,-,-,72.58,-,-
A1061,"Ascension Care Management",Renewal,3,07/01/2019,EN,Two-Sided,Retrospective,1,40537,1.84%,0.00%,7325698,7325698,"",0,5384388,1,1,1,0,0,1,0,0,75.47%,0,115,10038,9818,397147502,389821805,75.00%,"High Revenue",74399,9919,15665,8215,75190,10632,17021,8645,78071,10510,17580,8788,61967,10855,16752,9484,9853,0.964,1.017,1.04,0.932,0.975,1.018,1.019,0.947,1.01,0.993,1.022,0.936,0.893,0.94,0.946,0.912,265,3038,1364,32888,39563,94,2021,946,36502,56,40346,135,3247,21965,11664,3661,23036,17501,35732,3211,212,93,13,200,1076,2507,2221,37,229,35,162,578,1884,3958,95,505,282,239,222,1,12,4,515,170,746,258,10323,3444,4331,2286,262,43,29,13611,2,0,8,0,7,14,625,849,665,184,1,4.32%,15.33%,1.36%,0.94%,85.85,93.61,92.99,82.01,59.45,63.23,73.84,30.39,93.35,87.07,0.1525,36,90.32,79.24,62.5,58.87,-,-,75,68.95,83.12,13.16,11.69,-,-,70.56,-,-
A1063,"Summa Accountable Care Organization",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,1,8792,2.82%,0.00%,2412499,2412499,"",0,1182124,1,1,1,0,0,1,0,0,82.81%,0,160,10060,10381,85448682,83036183,50.00%,"Low Revenue",76418,9300,14732,8410,73946,9141,14573,9125,74788,8813,15947,9410,87828,9992,14540,9108,9776,1.044,1.057,1.038,1.049,0.999,1.016,1.018,1.024,0.989,1.008,1.039,1.014,1,0.952,0.958,1.005,117,1580,508,8412,8494,38,859,350,7246,24,8688,80,1206,4562,2124,900,4854,3938,7734,635,58,*,0,*,313,2900,2314,106,459,38,239,498,2515,2818,113,462,273,300,269,3,23,5,645,222,782,162,9024,3400,3500,2117,7,46,23,10992,0,0,0,0,0,0,168,324,200,67,10,10.57%,14.16%,2.02%,1.07%,80.89,93.14,91.48,78.21,64.73,63.32,72.39,27.05,92.67,84.06,0.1449,37.03,92.9,75,92.31,82.91,-,-,77.29,81.55,88.37,7.14,8.53,-,-,80.28,-,-
A1066,"Essentia Health",Renewal,3,07/01/2019,EN,Two-Sided,Prospective,1,27839,4.42%,1.00%,14889262,14889262,"",0,10943607,1,1,1,0,0,1,0,0,88.04%,0,237,12409,11692,336586810,321697548,75.00%,"High Revenue",81023,9726,14642,9575,81600,10112,15138,9755,90939,10979,16095,10097,91115,11488,18648,10906,11860,1.055,0.968,1.027,1.024,1.071,1.033,1.093,1.067,1.059,1.042,1.118,1.071,1.064,1.056,1.133,1.071,196,5912,1724,18809,27124,150,3985,1494,21494,12,27768,59,4215,11817,8042,3765,15117,12722,26546,138,59,34,389,122,551,3241,3001,*,150,90,430,784,4894,2141,127,258,343,240,227,*,7,*,777,121,774,240,8489,2024,2328,2521,1616,52,24,15256,19,0,21,0,6,19,764,1612,696,416,12,16.28%,13.33%,1.78%,2.80%,76.49,92.18,91.31,77.03,69.39,56.93,70.77,21.81,93.2,84.26,0.1327,30.45,90.94,74.38,79.01,94.12,-,-,84.58,85.11,91.48,26.79,8.36,-,-,84.5,-,-
A1070,"Allcare Options, LLC",Renewal,3,07/01/2019,D,Two-Sided,Retrospective,0,22904,-5.15%,2.47%,-28610637,-28610637,-2320475,0,0,1,1,1,0,0,1,0,0,70.63%,1,-613,26662,23904,555253455,583864092,50.00%,"Low Revenue",119476,16674,27067,24374,113276,15867,27185,23501,110701,14460,25299,21930,111955,20938,32225,24840,28036,1.144,1.223,1.267,1.337,1.137,1.166,1.169,1.294,1.138,1.1,1.168,1.275,1.113,1.286,1.282,1.314,367,4014,5612,7663,20825,226,3232,8052,9315,*,22876,*,4027,7317,6448,5112,13648,9256,17679,3584,167,860,29,224,361,7119,6027,406,565,229,2659,7739,4385,5482,436,983,381,713,657,9,28,19,1324,622,1206,169,26445,5032,4640,7607,9166,495,31,14202,0,113,0,0,0,0,182,122,431,46,1,51.30%,29.05%,5.57%,39.08%,86.61,94.56,92.55,79.95,66.84,60.59,70.96,29.01,93.14,86.73,0.1552,34.74,44.55,37.7,89.66,40.2,-,-,39.84,52.87,75.2,10,24.13,-,-,61.5,-,-
A1080,"Central Maine ACO",Renewal,3,07/01/2019,C,Two-Sided,Retrospective,1,5795,3.45%,1.00%,2180440,2180440,"",1,1068416,1,1,1,0,0,1,0,0,79.15%,0,121,11296,10301,63162418,60981978,50.00%,"High Revenue",70392,8056,11908,8566,72211,8559,13299,8936,70806,8589,13242,8877,76469,8969,15638,9565,10906,0.966,0.833,0.849,0.963,0.973,0.823,0.849,0.97,0.981,0.832,0.88,0.971,0.986,0.79,0.884,0.994,84,2503,1630,6594,5592,50,1060,788,3693,*,*,*,1240,2055,1613,887,3206,2589,5561,25,24,*,*,22,144,2565,2405,*,143,*,588,852,3932,2346,154,450,340,225,216,*,*,*,844,156,726,202,8061,2704,2288,2094,975,51,25,18245,4,4,2,0,1,5,363,587,295,141,0,28.79%,13.13%,1.97%,1.95%,79.65,94.33,92.08,68.33,64.51,52.07,73.55,29.67,92.19,85.29,0.1369,28.76,80.65,72.15,32.14,87.1,-,-,59.84,73.79,78.54,45.28,16.13,-,-,68.55,-,-
A1083,"Accountable Care Coalition of Southeast Wisconsin, LLC",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,1,6005,8.30%,0.00%,5360197,5360197,"",0,2626497,1,1,1,0,0,1,0,0,80.91%,0,366,11086,10900,64570580,59210383,50.00%,"Low Revenue",65449,8183,9536,7963,69899,8745,9994,8398,74791,8869,10462,8675,76679,9037,9882,8993,10166,0.942,0.926,0.826,1.024,0.958,0.951,0.836,1.016,0.956,0.968,0.846,1.019,0.962,0.97,0.871,1.011,181,1950,1432,4064,5824,87,1156,997,3585,*,5990,*,1419,2569,1442,575,3226,2779,4017,976,372,253,17,95,275,2799,2566,*,130,73,244,530,2872,3277,125,308,266,251,237,*,*,7,770,193,656,195,9852,4267,3015,1765,805,44,25,12649,0,15,0,0,0,0,121,59,119,34,0,34.91%,10.06%,1.97%,2.08%,91.56,94.14,91.7,81.46,63.98,64.46,74.75,27.7,94.83,86.69,0.1566,28.85,81.03,79.24,84.38,80.91,-,-,66.6,65.33,83.65,17.24,17.04,-,-,73.15,-,-
A1095,"Beaumont ACO",Renewal,3,07/01/2019,EN,Two-Sided,Retrospective,1,26130,4.02%,1.50%,11713839,11713839,"",0,8609672,1,1,1,1,0,1,1,0,80.90%,0,89,11502,11751,291173549,279459710,75.00%,"Low Revenue",80107,10655,15705,10705,83722,10956,16001,10645,87853,10424,14897,10287,85667,9953,13531,10309,11039,1.048,1.058,1.029,1.163,1.055,1.076,1.048,1.156,1.072,1.028,1.001,1.105,1.039,0.978,0.91,1.036,267,5605,2594,21286,25316,156,3411,2459,19289,23,26063,44,4437,12211,6721,2761,15861,10269,21032,3066,611,133,20,461,807,3037,2643,89,285,44,128,520,2569,3990,93,482,315,316,293,3,16,4,632,262,764,243,10950,4854,5057,1032,6,52,21,10505,0,0,0,0,0,0,502,235,120,44,0,17.57%,18.12%,2.48%,0.48%,87.47,94.12,93.11,73.75,65.85,62.4,73.32,29.5,92.36,83.65,0.1643,41.21,100,80.65,100,88.35,-,"",76.08,80.69,90.08,20.63,9.56,-,"",80.08,-,""
A1131,"Florida Medical Clinic ACO, LLC",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,1,13441,0.98%,2.00%,1463620,0,"",0,0,1,1,1,0,0,1,0,0,87.71%,0,230,11347,10959,149292769,147829149,50.00%,"High Revenue",65145,9888,15326,9723,72937,10229,15690,9711,74272,10624,16873,10107,83643,10541,16869,10832,11236,1.002,1.011,1.118,1.076,1.011,0.993,1.127,1.081,0.996,1.02,1.096,1.074,1.007,1.141,1.323,1.21,94,1273,399,13913,13156,56,722,240,12139,28,13328,85,1044,6664,4284,1449,7713,5728,12041,599,*,189,*,172,294,2504,2304,52,171,9,162,393,1918,5399,75,542,439,255,244,1,9,1,553,200,808,319,13220,3268,6396,3531,25,39,21,10493,0,0,0,0,0,1,95,178,205,83,0,3.54%,16.01%,1.78%,0.10%,83.59,95.33,92.81,77.89,65.73,69.11,72.61,27.9,93.39,87.23,0.1443,29.95,94.98,89.74,81.82,75.91,-,-,78.88,77.1,82.17,9.18,7.3,-,-,81.79,-,-
A1161,"CHS Physician Partners ACO, LLC",Renewal,3,07/01/2019,C,Two-Sided,Prospective,1,39237,4.30%,1.00%,27213629,27213629,"",0,13334678,1,1,1,0,0,1,0,0,85.94%,0,142,16562,14889,633446089,606232460,50.00%,"High Revenue",103221,11446,18688,12743,101495,12237,19945,13026,107519,12903,20612,13533,106919,13537,24288,14577,15850,1.045,0.943,1.117,1.212,1.039,0.957,1.111,1.18,1.057,0.935,1.101,1.15,1.067,0.944,1.169,1.142,270,3050,2769,26142,38248,254,2840,2904,32250,36,39008,193,3038,16614,13286,6299,22377,16860,33618,2210,832,492,23,789,1273,4036,3802,13,180,61,176,1701,2931,6613,85,623,287,309,299,0,7,3,602,255,885,478,15841,5823,8330,1668,19,74,33,23017,0,0,0,0,0,0,308,952,212,200,0,10.84%,27.40%,3.07%,2.30%,85.35,93.68,92.7,79.76,66.19,64.86,75.1,22.3,90.06,85.3,0.1561,30.05,91.58,84.64,92.86,86.88,-,-,76.27,81.66,95.35,23.81,6.27,-,-,94.12,-,-
A1175,"Memorial Hermann Accountable Care Organization",Renewal,3,07/01/2019,D,Two-Sided,Prospective,1,31752,3.68%,1.00%,14198325,14198325,"",0,6957179,1,1,1,0,0,1,0,0,85.05%,0,359,12377,12474,385727004,371528679,50.00%,"High Revenue",95276,11045,16031,9879,95359,11130,16463,10199,93173,11590,16139,10665,96923,11840,14722,11293,11922,1.028,1.114,0.952,1.039,1.032,1.053,0.917,1.033,1.018,1.089,0.939,1.036,1.002,1.048,0.907,0.991,387,2239,1764,27183,31164,167,1510,1292,28195,89,31481,182,1629,16612,10000,3511,18581,13171,23930,3119,1937,826,16,1302,622,3206,2504,65,646,30,300,397,2422,4893,104,679,331,255,221,2,29,3,576,176,801,342,11232,3929,5932,1348,23,32,24,12752,0,0,0,0,6,10,523,494,256,100,2,6.23%,20.37%,1.68%,0.36%,78.18,92.16,89.8,76.05,68.16,61.42,70.74,26.38,90.88,84.05,0.1503,26.64,95.78,79.35,84.21,78.06,-,-,81.73,76.94,88.17,17.19,6.61,-,-,71.78,-,-
A1196,"Methodist Alliance for Patients and Physicians",Renewal,3,07/01/2019,EN,Two-Sided,Prospective,0,11317,5.96%,2.00%,7934995,7934995,"",0,5832222,1,1,1,0,0,1,0,0,92.80%,0,89,11991,12286,133198624,125263629,75.00%,"High Revenue",86519,10900,20009,10304,85158,11371,19780,9942,86178,10860,19102,10443,81106,10192,15633,10673,11277,1.017,1.035,1.029,0.991,1.054,1.038,1.016,0.977,0.994,1.028,1.025,0.969,0.978,0.932,0.943,0.955,204,1050,440,9756,11108,80,759,289,9980,20,11242,55,827,6038,3380,1072,6471,4846,8696,1719,219,257,15,188,223,3079,2113,144,771,49,358,440,2000,4716,87,665,284,255,200,4,40,5,558,163,764,291,10950,3862,5442,1625,21,31,31,15319,0,0,0,0,6,1,249,506,230,158,0,4.85%,18.02%,2.09%,0.51%,83.17,93.13,93.33,81.54,65.32,65.13,74.34,22.48,93.14,85.52,0.1385,27.25,95.85,96.57,77.78,89.73,-,-,83.68,83.56,87.75,26.58,6.03,-,-,88,-,-
A1199,"WESTMED Medical Group",Renewal,3,07/01/2019,EN,Two-Sided,Prospective,1,13625,0.07%,2.00%,125311,0,"",0,0,1,1,1,1,0,0,1,0,70.63%,1,231,12709,12336,169700174,169574864,75.00%,"Low Revenue",91326,12278,17477,10391,103443,12572,17123,10837,99436,12600,17361,10977,97857,11730,21760,11507,12699,1.057,1.069,0.986,1.079,0.971,1.052,1.007,1.043,0.98,0.972,0.984,1.021,0.958,0.815,0.976,0.925,105,981,968,11981,13353,83,729,840,11701,*,13566,*,785,6157,4553,2130,8125,5500,10960,1263,*,379,*,287,559,3479,3115,117,246,54,190,1112,2443,5196,99,453,192,245,227,5,10,3,511,191,649,310,11773,3813,6841,1102,17,54,30,20300,0,0,0,0,0,0,117,259,67,40,0,9.25%,24.10%,2.28%,0.80%,79.92,93.99,92.7,71.52,61.59,50.53,77.06,12.33,90.05,86.89,0.1518,30.89,-,-,-,-,42.27,-,-,-,-,-,-,24.36,-,-,76.75,-
A1204,"BJC HealthCare ACO, LLC",Renewal,3,07/01/2019,EN,Two-Sided,Prospective,1,34640,2.25%,1.00%,8670047,8670047,"",0,6372485,1,1,1,0,0,1,0,0,86.30%,0,194,11403,10552,385547161,376877114,75.00%,"High Revenue",81220,10080,16259,8699,84283,10070,16189,8905,91036,10732,16747,9348,93179,11864,18191,10422,11147,1.042,1.077,1.113,1.056,1.042,1.082,1.18,1.083,1.08,1.11,1.149,1.084,1.078,1.113,1.192,1.087,238,3116,1024,27368,33810,178,2280,834,30518,45,34480,115,2457,15960,11801,4422,20073,14567,30729,2578,160,41,14,251,867,3061,2600,53,417,26,301,644,2903,3673,105,408,361,295,271,1,21,3,641,214,876,244,9134,2536,4122,2086,389,55,25,12584,4,0,6,0,9,9,413,867,251,73,0,5.34%,15.74%,2.19%,0.90%,83.39,94.65,93.39,79.38,66.01,62.16,71.56,21.37,92.99,86.89,0.1517,34.3,97.78,94.14,96.67,92.51,-,-,86.75,88.3,85.64,10.42,8.52,-,-,82.56,-,-
A1215,"Mercy Health Select, LLC",Renewal,3,07/01/2019,EN,Two-Sided,Prospective,0,59578,7.14%,0.50%,51093023,51093023,"",0,37553372,1,1,1,0,0,1,0,0,81.82%,0,177,12347,11789,715285396,664192373,75.00%,"High Revenue",79027,9724,16721,9447,78033,10542,17524,10127,82578,10603,17645,10586,87852,10056,20613,10840,11465,1.026,1.072,1.117,1.078,1.032,1.09,1.117,1.094,1.028,1.082,1.101,1.112,1.063,1.068,1.136,1.14,611,7531,2571,53662,57934,284,4279,1809,51562,61,59368,149,4555,29521,17924,7578,33556,26022,53847,3051,172,144,14,350,2000,3246,2807,109,323,49,338,927,2956,3458,142,429,323,317,292,3,17,5,696,232,894,212,9944,3428,3984,2456,76,74,27,12820,7,0,5,0,17,30,832,1439,814,274,24,6.99%,14.43%,2.36%,2.03%,84.38,94.88,93.04,80.63,67.33,63.89,72.94,29.25,92.36,88.12,0.1627,34.65,90.16,75.28,87.23,84.85,-,-,82.07,80.6,83.75,6.38,8.16,-,-,87.31,-,-
A1216,"Southern Kentucky Health Care Alliance",Renewal,3,07/01/2019,C,Two-Sided,Retrospective,0,15480,8.96%,2.00%,15670099,15670099,"",0,7678349,1,1,1,0,0,1,0,0,84.69%,0,12,11628,11023,174979157,159309058,50.00%,"Low Revenue",71958,8795,14600,8908,76775,8937,15939,9493,79012,9594,15601,10111,82708,8096,15990,10239,10587,1.001,0.962,1.004,1.011,1.007,0.947,0.971,1.019,1.029,0.993,1.005,1.05,1.007,0.951,0.952,1.073,111,3024,1648,13358,15048,55,1588,812,12593,16,15400,64,2035,7303,4584,1558,8675,6805,14336,623,126,78,*,*,243,2805,2357,61,370,41,184,731,2131,4074,156,487,357,264,239,2,20,3,594,162,709,231,11775,4799,4053,2407,515,53,26,13568,0,0,1,0,0,0,75,78,141,19,0,11.10%,18.37%,1.73%,1.80%,88.8,94.82,92.23,77.72,54.09,55.8,71.47,27.84,91.86,86.18,0.149,32.84,96.77,90.48,86.75,78.75,-,-,82.24,82.46,85.66,11.43,8.94,-,-,84.39,-,-
A1225,"Cumberland Center for Healthcare Innovation",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,0,12758,12.58%,0.00%,17622260,17622260,"",0,8634908,1,1,1,0,0,1,0,0,92.50%,0,-21,11292,10998,140131181,122508920,50.00%,"Low Revenue",84836,10039,17755,8973,77984,9862,18281,9356,78860,10148,18646,9725,68591,9435,17810,9237,9872,1.014,1.004,1.059,0.992,0.996,1.013,1.073,1.002,1.015,1.015,1.085,1.019,1.011,0.993,1.062,0.996,90,1880,1210,11959,12410,39,943,628,10800,30,12613,115,1271,6116,4080,1291,7090,5668,12246,284,*,13,*,29,167,2505,2194,*,212,78,145,636,2058,3615,167,649,364,243,222,*,12,*,575,167,778,225,12376,6158,3224,2779,216,49,31,13161,0,0,1,0,0,0,57,1,84,25,0,8.23%,18.65%,1.73%,1.61%,90.8,96.27,93.45,79.54,59.89,59.68,73.11,34.04,95.67,86.39,0.1472,28.15,94.39,90.13,95,93.2,-,-,84.29,82.2,96.04,32.35,6.31,-,-,88.06,-,-
A1241,"AnewCare Collaborative, LLC",Renewal,3,07/01/2019,D,Two-Sided,Prospective,1,14218,-2.15%,2.75%,-3232195,0,"",0,0,1,1,1,0,0,1,0,0,80.26%,0,35,10921,9974,150479693,153711888,50.00%,"Low Revenue",80334,8187,15486,8842,77666,8023,15046,9060,74845,8504,14643,8969,79549,8007,17401,10813,11155,1.08,0.965,1.062,1.083,1.078,0.986,1.09,1.09,1.038,1,1.056,1.102,0.964,0.938,1.043,1.114,135,3991,1492,16074,13779,73,1582,625,11498,13,14176,29,1707,6600,4328,1583,8012,6206,13837,126,26,*,*,44,172,2863,2414,55,384,23,302,668,3100,3367,170,582,440,303,275,2,23,2,677,222,902,253,11047,3411,3483,4000,152,51,32,12863,0,0,0,0,0,0,496,808,585,138,3,9.56%,18.30%,2.33%,1.28%,86.87,93.72,92.4,76.39,60.3,65.59,70.96,31.78,93.95,87.46,0.1563,30.28,94.69,81.16,51.72,80.87,-,-,73.03,83.8,88.39,4.35,8.8,-,-,72.19,-,-
A1242,"Baptist Integrated Physician Partners",Renewal,3,07/01/2019,E,Two-Sided,Prospective,0,25644,4.43%,1.00%,13160439,13160439,"",0,6448615,1,1,1,0,0,1,0,0,80.28%,0,33,11833,11060,297322599,284162160,50.00%,"Low Revenue",82135,10304,16134,9235,81187,10340,15822,9472,80551,10684,16624,9707,84084,10479,18565,10592,11309,1.028,1.033,0.975,1.011,1.012,1.012,0.958,1.003,0.974,1.034,1.01,1.01,1.022,0.97,0.982,1.032,216,1764,820,17025,25127,150,1539,900,22538,41,25473,130,1661,12151,8581,3251,14595,11049,22684,962,254,860,15,357,512,3005,2307,98,605,19,452,514,1733,4806,93,663,327,264,226,4,31,2,594,178,736,290,11187,3817,5699,1637,33,41,27,12720,0,0,0,0,0,0,245,466,194,139,3,6.97%,18.76%,1.73%,0.54%,82.94,93.35,93.15,80.93,65.07,57.95,72.34,25.85,88.29,83.04,0.156,28.76,90.8,71.85,66.67,79.65,-,-,78.51,76.35,91.18,11.9,11.25,-,-,73.52,-,-
A1247,"RWJBH Accountable Care, LLC",Renewal,3,07/01/2019,B,One-Sided,Retrospective,0,39221,4.49%,2.31%,21807614,21807614,"",0,8548585,1,1,1,0,0,1,0,0,73.62%,0,50,12717,12407,485853642,464046028,40.00%,"Low Revenue",92504,11798,14399,10459,100871,12736,16325,10895,95274,13762,17324,11136,93602,13192,14479,11462,12146,1.044,1.012,0.945,1.052,1.038,1.022,1.004,1.034,1.032,1.004,0.994,1.019,1.003,0.961,0.919,0.989,281,3093,1423,26847,38205,162,2856,2619,32568,54,39080,87,3978,17908,12212,5123,22737,16484,30693,3439,2039,661,12,1153,1224,3085,2704,25,292,79,170,736,2605,4922,102,380,246,250,232,1,13,5,542,202,713,298,11799,4163,6497,1123,15,52,24,14349,0,2,0,0,1,2,555,840,414,134,4,10.32%,24.51%,2.02%,0.68%,83.74,96.34,93.7,77.61,57.97,61.55,73.26,22.7,88.94,85.01,0.1584,31.77,68.17,70.17,84.21,64.42,-,-,64.41,64.4,88.89,4.76,12.3,-,-,78.48,-,-
A1251,"Coastal Medical Physicians Inc.",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,0,8812,2.73%,0.00%,2511432,2511432,"",0,1230602,1,1,1,0,0,1,0,0,94.33%,0,216,10625,10020,92109249,89597818,50.00%,"Low Revenue",91414,9253,15294,8831,76467,9921,11800,9337,87068,8817,14815,9511,73516,12831,12987,9937,10335,1.03,0.928,0.963,1.029,1.007,0.926,0.995,0.996,1.001,0.889,1.06,0.992,0.854,0.864,0.908,0.985,43,639,207,9411,8669,31,354,156,8129,56,8511,245,517,4204,2987,1104,5197,3615,8108,153,*,33,*,92,391,2399,2195,0,138,80,230,628,2465,3538,127,631,258,203,190,0,7,5,453,156,832,270,10637,3316,4602,2712,7,52,23,12001,0,0,0,0,0,0,91,11,52,32,0,3.45%,30.31%,1.13%,0.41%,88.84,95.77,93.26,77.49,67.8,54.6,77.53,20.67,94.53,87.86,0.1482,25.27,88.83,93.07,100,92.65,-,-,92.35,90.7,83.08,40.35,6.88,-,-,80.07,-,-
A1252,"The Polyclinic",Renewal,3,07/01/2019,E,Two-Sided,Retrospective,1,25099,10.01%,2.00%,24134732,24134732,"",0,11826019,1,1,1,0,0,1,0,0,87.90%,0,223,9788,9195,241006745,216872012,50.00%,"Low Revenue",77466,8121,13324,8242,76805,7807,11536,7789,79860,7638,11507,8291,75668,6413,8316,8587,8807,0.944,0.894,0.939,0.912,0.927,0.876,0.87,0.911,0.922,0.851,0.862,0.914,0.955,0.809,0.657,0.938,180,1278,436,17502,24624,114,962,374,23173,29,24987,83,1608,13555,7526,2410,13236,11863,22497,443,537,80,74,629,839,1964,1900,*,52,9,126,384,1990,3922,66,293,219,148,145,*,2,*,402,113,679,251,8851,3169,4107,1552,23,24,25,15843,0,0,0,0,0,0,507,604,213,115,0,3.07%,11.05%,0.92%,*,73.88,92.1,90.74,71.6,59.92,56.77,73.51,23.47,91.37,85.66,0.1354,25.54,96.95,80.08,69.57,81.12,-,-,73.39,83.87,86.75,8.73,6.55,-,-,84.34,-,-
